title,comment,recommend
محافظ صفحه اسپکتر,من حدودا ۴ ماه از این محافظ صفحه استفاده میکنم. متاسفانه در روز اول استفاده بدون وارد شدن ضربه ترک برداشت اما از صفحه جداش نکردم. با کوچکترین برخورد با جایی ترک برمیداره و محافظ مقاومی نیست.,not_recommended
جنسی بسیار ضعیف,بسیار وسیله بی کیفیت و اصلا ارزش خرید ندارد,not_recommended
عالی کاربردی,این محصول با توجه به اندازه و وزنش از محصولات مشابه بااختلاف بهتره، از یه قاب سیلیکونی کمی بزرگتر و ضخیم تره، گوشی تونو حدود ۱/۵ بار شارژ میکنه که با توجه به اندازش بیشتر ازین نباید انتظار داشت و کاملا راضی کنندست، استفاده یکروز کامل کارتونو راه میندازه، و تو سفر ۲ روزم راحت جواب میده، نکته فوق العاده اون اینکه وقتی به شارژ میزنید اول گوشیو شارژ میکنه بعد حدود ۹۷ درصد برق گوشی قطع میکنه که مانع اسیب به باتری گوشی میشه و بعد خودشو شارژ میکنه، با خیال راحت شب تا صبح میتونید بزنید شارژ، و از لحاظ محافظت از گوشیم خوبه و ظاهر شیکی بهش میده مخصوصا خاکستری,recommended
بسیار خوش بو,در شگفت انگیز ارزش خرید دارد و با توجه به نوع بسته بندی مناسب هدیه دادن میباشد,recommended
قاشق چنگال مسافرتی,اول توی قاشق رو دیدم خیلی خط و خش داشت در حدی که زد تو ذوق و فکر کردم کار کردست. اما بقیه قطعات سالم بود در کل ارزش خرید داره,recommended
کیفیت,این محصول مرداد ماه خریدم بعد ۱هفته که کلا ۲بار ازش استفاده کرده بودم کابل شارژر دیگه شارژ نکرد ولی از هر ۲خروجی هندزفری کار میکنه ولی با هر کابل شارژری امتحان کردم شارژ نکرد !!,not_recommended
پوسیدگی سطح قاب,قاب خیلی خوبی بود اما رنگ لبه های قاب یکم رفته بود و بعد از 2 روز نصف رنگ پشت قاب ریخت و کاملا غیر قابل استفاده شد. خرید این قاب را پیشنهاد نمی کنم.,not_recommended
کاج بی کیفیت,قبلن کاج هادقیقا مشابه عکس وتمیز وبهداشتی بابوی خوب کاج بودنداخیرا کاج ها بدون زنجیروحلقه های چوب بسیاربدبو وغیربهداشتی شدند متاسفانه بارهاتوقسمت نظرات اعلام کردم ثبت نکردندومنم مرجوع کردم چون یابایدبجوشونیدتاآلودگی هاش برطرف بشه یابشدت میتونه بیماریزاباشه لطفا برای مشتری هاارزش قایل بشیدونظرمنفی روثبت کنیدصاحبان کاسکوعاشق پرنده شون هستن بیماریشون بسیاربراشون آزاردهنده ست ازدیجیکالا خیلی بعیدبودانقدربی تفاوتی نسبت به اهمال کاری فروشنده,not_recommended
هیچ شباهتی به عکس نداشت,"پلاک بسیار ظریف و زیباست ولی مهره ها رنگ و رو رفته، ضربه خورده و خلاصه فوق العاده بدشکل هستند و اصلا هییییچ شباهتی به عکس ندارند. 
درضمن در مشخصات ذکر شده ک سنگ های عقیق!!! اینها نه تنها عقیق نیستن، بلکه هیچ شباهتی به سنگ هم ندارند.",not_recommended
ساعت  اسکمی,"وقتی به دستم رسید جعبه چوبی شکسته بود .....
اصلا راضی نیستم.",not_recommended
بررسی پخش کننده بوسمن,"به عنوان یه پخش کننده اصلن کیفییت لازم رو نداره من مشخصات دیجی کالا رو مطالعه کردم نوشته بود 180 rms
این دستگاه اصلن 20rms هم نیست چون اصلن بیس صدا نداره در واقع بیسش ریورز هستش از نظر من 
یه اسپیکر jbl مدل filp 4 از دیجی کالا گرفتم که از نظر کیفیت خیلی بهتر از این دستگاه هستش به نظر من اعتبار سایت رو زیر سوال برده این محصول",not_recommended
افتضاح قرن ۲۱,"من باورم نمیشه که اینقد این کالا بدردنخور باشه اصلا نمیشه باهاش کار کرد میگن دوربینش ۲ مگاپیکسله یا واقعا معنی دو مگاپیکسلو نمیفهمن یا یه جنبه تبلیغاتی داره
این دوربین رو توی فاصله سه منری تا زمین نصب کردم اصلا فوکوس که نمیکنه هیچ جالب تر از اون وقفه ۵ ثانیه ای داره . آقای سازنده شما از که چیپی برای انتقال تصویر استفاده کردی که توانایی ارسال ۲۰۰ کیلوبایت دیتا رو توی یک ثانیه نداره در ضمن مشکل از مودم من نیست چون مودم من TP-Link Archer 1300 هست پتانسیل تحلیل کد ۵۰ تا از این دوربینارو داره",not_recommended
خود شارژر خوب ولی کابل نامرغوب,سلام.من قبلا این شارژر رو سفارش داده بودم.عالی بود.هم شارژر هم کابلش.هفته پیش یه دونه سفارش دادم .زمانی که به دستم رسید.متاسفانه کابلش از نوع جنس کاملا نامرغوب بود.پیشنهاد میکنم کابلش رو جدا سفارش بدید.,recommended
بوش خوبه,حجمش کمه زود تموم میشه,recommended
گول کامنت های خوبو خوردم,دنبال سشوار میگشتم دیدم کامنت هایی که برای این محصول گذاشتن خوبه وقتی به دستم رسید دیدم کمتر از ۲ دقیقه روشن میمونه و زود خاموش میشه مرجوعش کردم ولی باز هم دیجی کالا پس فرستاد به نظرشون سشوار یعنی یه همچین چیزی ...,not_recommended
تجربیات در مورد خرید ریش تراش پاناسونیک,"این مدل ریش تراش را خریدم خیلی وقت بود دنبال یه ریش تراش بودم بین این برند و فیلیپس این را انتخاب کردم به دلیل اینکه فیلیپس یکی از دوستان خریده بود و اصلا راضی نبود با توجه به قیمت بالایی که داشت،این مدل از نظر بنده یک سری ویژگی داشت که انتخاب کردم، 
1-اینکه استند شارژ نداشت چون مطمئنم اگر داشت زمانی که باطری خراب میشد درسر داشتیم و بی استفاده میشد که حداقل شما میتونی با کابل شارژ ازش استفاده کنید، 
2-اینکه ساده و خوش دسته به نظرم و ساخت ژاپن بودنش واسم جالب بود،
3 به نظرم دستگاه هایی که ساده تر هستند عمر طولانی تری دارند و خیلی از امکاناتی که زیاد میشه و قیمت رو بالا میبره استفاده نمیشه مثل پایه تمیز کننده که اگر محلولش تمام شد عملا تو ایران کاربردی نداره،یا نشانگر مقدار شارژ دستگاه که به خاطرش باید پول بیشتری بپرازی،اگر واستون اینها مهم نیست مثل من این دستگاه خوبه
تنها ایراداتی که داره اینه مقدار زمان اصلاح شما نسبت به موزر و ژیلت زیاد تر میشه
و در نهایت میتونم بگم اگر دوست دارید و توان مالی دارید گرون تر بخرید اما این دستگاه هم همون کاری رو انجام میده که دستگاه 3 ملیون تومانی انجام میده اصل کار همه اصلاح کردنه",recommended
در نگاه اول عاشقش میشید,خیلی خوشم اومد از این خریدم.,recommended
v220w,"سلام 
دوستان صادقانه عرض میکنم من از علاقه مندان برند اچ پی هستم و سالهاست هم لپ تاپ هم فلش و پرینتر و .... اچ پی استفاده میکنم
منتهی این فلش جز بدترین خریدهای من بود، پیش از خرید با توجه به اطلاعات و مشخصاتش میدونستم فلش سریع و قدرتمندی نیست و من توقع خاصی ازش نداشتم ، فقط در حد اینکه باهاش فیلم ببینم یا در ضبط ماشین استفاده کنم، متاسفانه در تمامی این موارد باعث دلسردی من شد. فیلمهای اچ دی به بالا رو به زحمت پخش میکنه و پخش موزیکش تو ضبط ماشین هم با کندی قابل لمسی همراهه و هر از گاهی آهنگ گیر میکنه
خلاصه به نظر بنده از خرید این فلش صرفنظر کنید",not_recommended
قیمتش پایین هست ولی کیفیتش هم چندان بالا نیست,این پنکه رو تو پیشنهاد ویژه خریدم ولی برای بیشتر از قیمت ، کیفیت مهم بود که اصلا راضی نیستم.چون موقع کار کمی لرزش داره که بواسطه اون موقع کار و مخصوصا تو شب یه صدای بم تو اتاق میپیچه ، در حالت شب هم بجای اینکه سرعت و صداش کمتر بشه ،هی سرعتش زیاد و کم میشه و عملا کاربرد نداره.,not_recommended
افتضاح,اصلا بدرد نمیخوره عکسش قشنگ تر از خودشه,not_recommended
خراشادی,واقعا ارزش خرید نداره,not_recommended
از خریدم راضی ام,"از خریدم راضی ام
تا بحال هرچی از محصولات ""چهار نظم خریداری کردم به لحاظ قیمت و کیفیت ، رضایت داشتم
فقط دوتا نکته کوچیک :
1) من اندازه 115 سانتی سفارش دادم ولی برام 110 سانتی ارسال شد
2) قیمت یک مقدار بالا هست .  
با تشکر",recommended
پیشنهاد نمیکنم,"همون بار اولی که اومدم ازش استفاده کنم، یعنی تا از کارتونش درش آوردم پیچ کنارش شکست!!
گوی سرش پلاستیکیه. از همین نوع در بازار هست که این گوی فلزیه و بهتره. در هر صورت برای من که حتی یکبار مصرف هم نبود!!",not_recommended
هدف از ساختن دوربین مشخص نیست,متاسفانه رده کاربری این مصرف کننده های این دوربین مشخص نیست آیا برای کابران حرفه ای ساخته شده یا مصرف کننده عمومی؟ اگر برای کاربر حرفه ای ساخته شده قطعا صرف اندازه کوچک معیار در این بازار رقابتی معیار کافی نخواهد بود! اندازه بسیار کوچک و ساختار ضعیف سنسور که در محیط های کم نور به شدت آزار دهنده خواهد بود! محدوده پویایی یا داینامیک رنج دوربین بسیار ضعیفه به جرات میتونم بگم در محیط هایی به محدوده کنتراستی بالا به هیچ وجه قادر به استفاده از این دوربین برای ثبت یک عکس استاندارد نخواهید بود! در مورد لنز هم بدانید لایکا فقط برای لنز های گرانقیمت خود وقت کافی برای اصلاح انحرافات و افزایش کیفیت لنز می گذارد و اصولا لنز های ارزان قیمت لایکا مانند لنز این دوربین مطلوبی ندارند دیافراگم این لنز با توجه به اندازه سنسور اصلا مناسب نیست! و بهتره بدونید ساخت لنز های سوپر زوم برای سنسور های کوچک هزینه چندانی ندارد و اصولا جنبه نیمه حرفه ای هم ندارد و برای مصارف عمومی استفاده می‌شود! خلاصه اگر حرفه ای یا نیمه حرفه ای هستید و دنبال دوربین ی می گردید که همراهتون باشه برای عکاسی هایی نظیر خیابانی و... این دوربین مناسب تون نخواهد بود و قطعا انتخاب های بهتری دارید! اگر هم مصرف کننده عمومی هستید و برای مصارف خانوادگی میخواهید، استفاده گوشی موبایلتون به مراتب بهتر است... در پایان دوستان گول رزولوشن 4کی رو نخورید. فورکی فقط زمانی مناسب است که ساختار سنسور و ساختار لنز و... از کیفیت بالایی برخوردار باشد وگرنه فقط جنبه تجاری و فریب دهنده دارد...,not_recommended
خیلی عالی,خیلی خوبه...,recommended
.کیفیت بدنه نامناسب,"سلام
نظرات دوستان را خواندم. مشکل ترکهای محل پیچ ها واقعا جدی هست. فکر می کردم هارد من مشکلی داره ولی دیدم سایر دوستان هم به این مساله اشاره کردند. جالبه که خودبخود این ترکها بدون هیچ ضربه یا دستکاری ایجاد میشه!!!",not_recommended
عالیه,من خیلی راضی هستم و حتما پیشنهاد می کنم,recommended
پول دور انداختن است,"اولش درش بسته نمی شد.
درش رو بستم دورش هم چسب پیچیدم بلکه بتونم ازش استفاده کنم. وقتی رفتم بیرون دیدم موادی که توی سه تا جا ریختم باهم مخلوط شده.
نمی دونم چرا دیجی هر چیز بی کیفیتی رو وارد سایتش می کنه.
اگه دوست دارید پولتون رو دور بریزید حتما از این محصول خریداری کنید.",not_recommended
هدفون,من این کالا رو خریدم هر چی زدم شارژ روشن نشد بعد که بردم نشون دادم گفتن اینا باطریش خرابه باطریش باد کرده بود,not_recommended
۱ ماه نشده خراب شد,"۲ بار استفاده گردم سوخت
لطفا دیگه از این نوع هویه نزارید
ملت گول قیافه اش رو میخورن
هر کجا رفتم تعمیر کنم
میگن المنت کریستالی هست‌و یک‌بار مصرفه
و گارانتی نداره بد بخت تانه",not_recommended
تجربه دو ماه استفاده,"با عرض سلام خدمت دوستان:
باتری لپتاپ واقعا عالی و بسیار سرتر از رقبا
سخت افزارش حتی برای بازی های 2017 کاملا جواب میده به شرط پایین اوردن رزولوشن تا hd+
تنها مشکلی ک هست اینه ک اگه یک تصویر از یک رنگ مشکی باز کنید و دقت کنید متوجه میشید که گوشه های صفحه رنگ مشکی نیست و بیشتر طوسیه!!
این مشکل تو حالت عادی اصلا معلوم نیستو اذیت نمیکنه
ولی من شخصا اگه تو نظرات یک نفر به این اشاره میکرد صددرصد بجای این ایسوس سری ان میخریدم بخاطر کیفیت بالای صفش.",recommended
خیلی زیبا,خیلی خوب بودن و برای مراسم خیلی مناسبه.,recommended
فلش,ازهرنظر عالیه من تا به حال ازش مشکل نداره وبه شدت راضیم,recommended
دیس سیلویا,فوق العاده شیک و کاربردی فقط خ سنگینه,recommended
بسیار عالی,سلام.ممنون از دیجی جون برای کالای خوب و با کیفیت..من این لیزر را اول تیرماه خریدم.با چهاربار استفاده تقریبا 80% موهای زاید برطرف شده و همونی هم که باقی مونده خیلی دیر رشد میکنه.البته تا پایان دوره درمان چهارجلسه دیگه مونده. که انشالا همون ۲۰% هم رفع بشه.مشکلش وقت گیر بودن لیزر کردن  و زود داغ شدن دستگاه است که باید چند دقیقه صبر کنید تا خنک بشه و دوباره شروع کنید.در کل خدا پدر و مادر مخترع این دستگاه را بیامرزد..,recommended
خیلی زود خراب میشه,من که اصلا خریدش رو پیشنهاد نمیکنم چون پس از ی ماه استفاده یکی از گوشی هاش صداش قطع شد در صورتی که مطمئنم اصلا ازش بد استفاده نشده و کشیده نشده یا تو آبم نیفتاده.,not_recommended
واقعا متاسفم,"با سلام
من این دستگاه خریدم از دیجی روز اول که چند ساعت داشتیم کشف میکردیم که چطوری روشن میشه
بعد متوجه شدیم مشکل داره بعد از حل کردن این موضوعش بعد دوبار آب جوش اوردن دیدیم از کنارهای دسته اش آب میده و بعد زنگ زدیم نمایندگیش گفتن چون آب میده قابل تعمیر نیست خلاصه الان بعد چند ماه خریدن متاسفانه همون جوری آب میده من اینو به عنوان کادو برا کسی خریدم که متاسفان آبروی مارو برد.",not_recommended
T22,تو شگفت انگیز وتقعا ارزش خرید داره.,recommended
گلس  A5,از دو طرف کوچیکه و کل صفحه رو نمیگیره . یه طیف رنگین کمانی نور بغل گلس می افته که خیلی رو مخه,not_recommended
افتضاحه نخرید,"واقعا از دیجی کالا بعیده همچین کالاهای بی کیفتی رو تو سایتش قرار بده 
دوخت کج و کوله و بی کیفیت پانچ های پلاستیکی نا مرغوب و اینکه جنسش نایلون بود اصلا کتان نبود .",not_recommended
رتضیم ازش,چیز خوبیه،من مونوپاد گرون تر از اینم خریدم ولی این تفاوتی با اون نداشت و ارزش خرید بیشتری داره,recommended
اپدیت ماه سپتامبر,تو اخرین اپدیتی که تا الان اومده فیلمبرداری فوق اهسته و ساختن ایموجی هم به گوشی اضافه شده اگر سامسونگ کم لطفی نکنه گوشی هستش که تا جند سال اینده هم سرپاس,recommended
کار با دانگل انی کست,"با برنامه imediashareمی تونین فیلم و عکس و ویدیو را توی تی وی پخش کنید
بعد از تست 6 برنامه مختلف این از همه بهتر کار کرد
ولی در کل فول اچ دی رو با کمی لگ پخش میکنه
عکس های حجم بالا که با گوشی گرفتم باز نکرد
موزیک رو راحت پخش میکنه
سرعت جابجایی بین فایلها خوبه
برد مفیدش 15 متر میشه
ولی نتونستم به اینترنت وصل شم یعنی تنظیماتی هم ندیدم
صفحه موبایل رو نشون نمیده توی تی وی
منوی ابتدایی دستگاه که روی تی وی نشون میده کاملا متفاوت از چیزی هست که داخل بروشور و سایت موجوده
درضمن من با گوشی ال جی تست کردم. شاید گوشی های دیگه بهتر جواب بده
البته بعید میدونم",not_recommended
دریل خانگی مناسب,تو مدت کوتاهی که باهاش کار کردم کاراییش خوبه و واسه یه کاربر خونگی کاملا مناسب سبک و قدرتش به نسبت جثش خوبه جعبه هم داره که حمل و نگهداریش رو آسون تر میکنه,recommended
واقعا ی کیفیت,من برای دخترم خریدم الان دوسالِ نمیتونه ازش استفاده کنه،بسختی چرخش میچرخه ..دستگیره کنترل والدین به هیچ عنوان فیکس نمیشه ،یعنی به سمت چپ میچرخونی ولی چرخ مستقیم میره و کنترلی نداری رووش...تعادل نداره و بسادگی بچه از رووش میفته...به هیچ عنوان ارزش خرید نداره..واقعا پشیمونم از خریدم و دیجی کالا هم مقصره چون جنس بی کیفیت ارایه کرده با قیمت بسیار بالا..من با این پولی که برا این ۲سال پیش دادم  ...امیدوارم بررسی بشه نظرم و ترتیب اثر داده شه..چون افتاده گوشه خونه و هیچ کارایی نداره,not_recommended
اصلا دوربین خوبی نیست گوشیj7ازاین بهترعکس میگیره به وایفای j7 هم وصل نمیشه من که پشیمونم,اصلا پیشنهاد نمیکنم من یه دوربین ۱۰ مگاپیکسلی کنون از این کوچک تر دارم که بهتر از اینه,not_recommended
محصول خوبی است,سلام...من این محصول رو از دیجی کالا تهیه کردم....اگر درست نصب بشه مشکل ایمنی نداره و بچه به راحتی باهاش بازی میکنه....دختر من که خیلی علاقه مند شده...فقط نقطه ضعفش نگه دارنده جلوی تابه که بین پاهای کودک رو به خاطر لبه های تیز پلاستیک ازار میده که با قرار دادن یه حوله کوچیک بین پاهای بچه مشکل اش حل شد.....,recommended
شارژرهای آکی,"با سلام. اگه بیست سال بگذره و بهترین شارژرها بیان، از خرید این شارژر پشیمان نمی شم. شما فقط بورد این دستگاه رو تو عکسش ببینین و از تکنولوژی ساخت لذت ببرین. دوستان اهل فن می دونن، تبدیل ۲۲۰ ولت متناوب به ۵ یا ۱۲ ولت مستقیم تکنیک پیچیده ای نیست و با چند تا دیود و چند تا خازن و دو سه تا ترانزیستور انجام پذیره. به نظر من یکبار برای همیشه بخرید و لذت رضایت از خرید رو تجربه کنید.
در ضمن اگه مشکل مالی نداشتید همیشه برندهای آنکر، آکی و راوپاور و در آخر شیائومی رو در اولویت خرید قرار بدید.
ممنون از دیجی کالا. 
راستی کابل همراه این محصول و برندهای بالا همه قابل اعتماد و جزو بهترین ها هستند",recommended
توصیه خرید ندارم,باسلام من خریدم ولی  نسبت به عکسش و طرحی که داشت زمین تا اسمان فرق داشت و اصلا توصیه نمیکنم,not_recommended
گرافیک صفر,اصلا بازی خوبی نبود، با کامپیوتر خیلی با کیفیت تر و روانتر اجرا میشه همین بازی,not_recommended
کابل خوبیه,من قبلاً مدل کوتاهش برای پاوربانک خریدم. خیلی راضی بودم. اینم خریدم مثل قبلی عالیه. پشیمون نمیشین,recommended
عالی و تاثیرگذار,خیلی خوب و تاثیر گذاره پیشنهاد میکنم. فقط بعد از استفاده حتما از سرم ویتامین سی و روشن کننده در هنگام شب و ضد آفتاب هنگام روز  فراموش نکنید,recommended
کیفیت پایین,هدفون به سرعت از محل اتصال پیچها می شکند و مشکل طراحی دارد,not_recommended
توصیه نمیکنم,شدیدا بوی نفت میده، درب پلاستیکی داره که هرلحظه ممکنه بپیچونیش بشکنه. فقط روکش خوشگلش باعث شد من بخرم، ای کاش نطرات رو خونده بودم قبلا.,not_recommended
زیبا و مناسب,اگر یک کیف پول جیبی جادار و کاربردی و قیمت مناسب میخای شک نکن و همین محصول رو سفارش بده,recommended
حرف نداره,در یه کلام میتونم بگم عالیه، فقط همین!,recommended
عالی و فوق‌العاده,من دو ماهه خریدم و خیلی راضی ام. حتما پیشنهاد میکنم,recommended
کاملا به صرفه,توصیه میکنم بخرن دوستان ...چیز خاصی نیست یه پاک کنه .. و از خریدش راضی بودم,recommended
کفش نایک,نسبت به قیمت که تقریبًا قیمت کَمی نیست محصول اصلاً کیفیت نداره و فِیکِ ، نخرید,not_recommended
قابلیت نمایش ربع پرده ندارد,من این تیونر رو واسه این انتخاب کردم که ربع پرده داره اما در واقع اصلا ربع پرده نداره....ساز من تار هست...به عنوان یه تیونر معمولی کارش بد نیست اما اگر مثل من  واسه تنظیم پرده های کرن میخوایید اصلا پیشنهاد نمیدم...در کل پشیمونم...دقتش رو با نرم افزار های تیونر که روی موبایل نصب میشه امتحان کردم هیچ تفاوتی نداره...پس هزینه الکی نکنید...اینم اضافه کنم ۴ ساله که ساز میزنم و اینطور نیست که کار کردن باهاش رو بلد نباشم,not_recommended
فایلا ناقص,تو عکس نوشته u3 ولی رو خود مموری اصلا نیست.بعد فایلا رو ناقص میریزه و اصلا بعضی فایلا رو باز نمیکنه,not_recommended
5 بند سیلیکونی,در کل خوبن اما انتضار نداشتم صورتی بجای قرمز بفرستن. کیفیت بند های رنگی مثل اورجینال هست اما سفید و سیاهش یکم خشک ترند در کل خوبند,recommended
کمرنگ تر از عکس,"کمترنگ تر از عکسش هست.
ولی درکل بد نیست",recommended
خرید محصول رو پیشنهاد نمیکنم,با وجود قیمت اولیه و تخفیفی که بهش میخوره اصلا چیز کارامدی نیست. هر روز با چسبندگیش درگیری بعد خرید,not_recommended
پیشنهاد میکنم,من واسه استفاده تو مغازه گرفتم . نسبت به قیمتش چیزه خوبیه,recommended
بررسی ترازو,من این ترازو را دوسال پیش خریدم و ازش خیلی راضی هستیم. کیفیت و اندازه گیری وزن خوب و با خطای خیلی پایینی دارد.,recommended
به همه پیشنهاد می کنم,"خیلی خوبه تو چند دقیقه کل موهامو می زنم
و اینکه می خوایید نخ پاره نکنه از نخ  قلاب بافی استفاده کنید
روش بستن نخش رو اموزشش تو اینترنت هست
از همه مهم تر اینکه مو هارو کم پشت می کنه و رشت شون رو کم می کنه",recommended
به شدت ضعیف و شکننده,ضعیف ترین محافظ صفحه ایی که دیدم,not_recommended
پیشنهاد نمی کنم,دهانه های اتو مو بسیار کم باز میشوند ، برای موهای کوتاه اصلا به درد نمی خورد,not_recommended
درایوینگ کلوپ,بازی ای است که پر از امکانات است و خیلی ارزان توصیه می کنم بخرید اگه بمنه.,recommended
دزدگیر کارا,بعد از نصب کار نکرد روز بعد دوباره امتحانش کردم کار کرد همه چی درست بود؛ نیم ساعت بعد از کار افتاد دیگه راه نیوفتاد. ریموت سویچیش یکی بود دومی یه مدل دیگه بود.,not_recommended
اصلا گلس lgg4 نبود,اصلا گلس lgg4 نبود و وقتی چسبندم دیدم نیم سانت اضافه داره و جلوی دوربینم می گیره تا اومدم برش دارم هم شکست کلا پول هدر دادن واقعا از دیجی کالا انتظار نمی ره این کالاهایی که معلوم نیست چیه رو بفروشه کلی از اعتماد من کم شد !!,not_recommended
تستر عطر اولریک دو وارن,"سلام من این عطرو تو فروش ویژه خریدم بوش خوبه عالی نیست شما بهمون اندازه ای که پول میدین نصیبتون میشه نباید از این عطر انتظار یه عطرگرونو داشته باشین این عطر مردونه اس اون خانومی که گفته بود وحشتناکه بخاطر اینه که رایحه ی این عطر برای آقایون طراحی شده نه بانوان خلاصه بوی خوبی داشت اگه نمیخواین زیاد هزینه کنین منتظر بمونین تو فروش ویژه بیاد.
با سپاس",recommended
کیف گیم پد,"کیف خوشگلیه، جنسشم بدک نیس
فقط یه مشکلی هست اینه ک گیم پد xbox 360 رو نمیشه توش جا داد، البته نسخۀ با سیمشو. نسخۀ بی سیم فک کنم راحت جا شه
اگه گیم پدتون سیم داره، توصیه میکنم نخرین",recommended
جنس خوب تولیدات داخل,من خریدم خیلی خوبه نسبت به بعضی محصولات دیگه حرارت از اطرافش بیرون نمیزنه,recommended
بی کیفیت و کارایی صفر,سلام.اول که دستم رسید و پر از مایع کردم دیدم اصلا مایع ازش  بیرون نمیاد.با سوزن راه مایع را که باز کردم دیدم نشتی داره.اینو هم بگم که یکی دیگه از همین مارک داشتیم از قبل که اونم همین مشکل نشتی را داشت ولی من فکر میکردم اون قبلی فقط نشتی داره .ولی فکر نمی کردم این مارک و کارخانه همگیشان این مشکلات را دارن.اگه میخوای هر روز سینک دستشویی ات پر از مایع بشه بخر وگرنه نخر و پولتو دور نریز,not_recommended
بعد از ۱ سال استفاده,"بعد از ۱ سال استفاده کاملا چسب هاش باز شده و شکلی زشت پیدا کرده
مجبور شدم درش بیارم، برش هاشم دقیق نیست خیلی بده
تنها خوبیش این بود راحت در آوردم و انداختم تو سطل آشغال",recommended
اصلا مناسب نیست,"علاوه بر بی نظمی در ارسال,به نظرم تعریف هایی که شده از طرف خود فروشنده هست و مناسب هیچ ماشینی نیست.کلی هزینه براتون ایجاد خواهد کرد.دوستانه عرض می کنم که اشتباه من را نکنید.با تشکر",not_recommended
در حد خوب و معمپلی,تو دفترچش نوشته که ۱۰۰۰۰ نیست و کمتره,recommended
کیفیت و جنس,پا داخلش عرق میکنه و باعث میشه کفش خیس بشه و بعد از چند وقت ترک بخوره پولتان را دور نریزی,not_recommended
عالی هست این محصول,عالیه عالی,recommended
ارزش خرید داره,کلا از این ساعت راضیم خیلی محکم و مقاومتر از اونی است که تو عکسه وزنش هم خوبه با اینکه بند پلاستیکه فوق العاده  با دوامه شک نکنید بخرید,recommended
نظر,پیشنهاد نمی‌کنم,not_recommended
نقد صابون,این صابون لوکسه که روش یک سری چیز چسبودن که وقتی نایلون دور صابونو باز میکنی همش میریزه حتی فرشته روش و فقط یک صابون لوکس میمونه,not_recommended
پادری بابل طرح کلاسیک,خیلی منتظر موندم تا موجود شه دیجی....ظاهرش خیلی زیباست و دقیقا همونیه که من میخواستم؛وزنش یکن سنگینه که البته خوبه چون باعث میشه بهتر فیکس شه و اصلا سر نمیخوره..من چون در آپارتمانمون تیره اس رنگ قهوه ای تیره اش رو گرفتم برای جلو در، که کنف وسط پادری تیره تر از تو عکس هست ولی فوق العاده شیکه...رنگ بژش هم تو فروشگاه دیدم،بژش شیک تره ولی باید به جایی که میخواین بندازینش بیاد دیگه!,recommended
اسانس کم,اصلا پیشنهاد نمیکنم نخرید پولتونو هدر ندید,not_recommended
نتیجه دو هفته استفاده,"همون از جعبه درآوردم دیدم یکی از پورت های یو اس بی سرجای خودش قرار نداره.
چندین بار هنگ کرده و چندبار ری استارت شده یا از برنامه ها خارج می شه.
مجبور شدم یکبار ریست کنم.
بعد چند روز کارکرد حالا وقتی دستگاه رو خاموش میکنم، نمایشگرشم دیگه کار نمیکنه یا هی خاموش روشن میشه و مجبورم از برق بکشم که هی چشمک نزنه اذیت نشم.
برای پخش فیلم های فول اچ دی و 4k هم اگر فیلم رو جلو عقب کنید، هنگ میکنه.
خیلی از اوقات باید از برق به طور کامل بکشم چون خودبخود بعد از خاموش کردن دوباره روشن میشه و تا وقتی تلویزیون رو روشن نکنید متوجه نمیشید که روشن شده.",not_recommended
*بعد از چند ساعت استفاده*,"سلام
برای کسایی که تا حالا از هندزفری استفاده می کردند مناسبه ولی کسایی که هدفون قیمت بالا داشتن بدردشون نمیخوره 
کلا نسبت به قیمتش منسابه کسایی که هدفون ندارند به درد شون میخوره 
یا علی",recommended
خوب بود,به نظر من قیمتش فوق العاده خوبه من خودم محل کارم تو بازاره قیمت گرفتم,recommended
پیچ گوستی برقی,این پبچ گوشتی برقی رو من از دیجی کالا خریدم البته تو شگفت انگیز ...که بازم ارزش خرید نداشت موتورش فوق العاده ضعیفه،,not_recommended
جک هیدرولیک,این دومین جک روغنی است که از دیجی می خرم قبلی یه ماه پیش بود مارک نوا روغن ریزی داشت پسش دادم اینم دیروز اوردن تو جعبش روغنی شده بود,not_recommended
ارزون وکاربردی,خیلی سادست ولی واقعا بدردمیخوره،من پیغاممو روکاغذمینویسموبکمکش به یخچال میچسبونم،محصولی برای سلایق خاصه,recommended
قابل قبول,"با سلام خدمت دوستان و علاقمندان به خودرو 
من این محصول رو تو زانتیا مدل ۸۸ با ۱۴۰ هزار کارکرد استفاده کردم ، بعد از اینکه عرضه ی بنزین سوپر با مشکل مواجه شد ، بعد از حدود ۵ بار سوختگیری متوجه شدم با اینکه اول مکمل رو در باک میریزم و بعد بنزین میزنم(جهت مخلوط شدن یکنواخت سوخت و مکمل) ابتدای باک عملکرد فوق العاده ای داره، جوری که حس می‌کنی ماشین بیشتر از انتظارت شتاب میگیره ولی متاسفانه هرچقدر به انتهای باک نزدیک میشی عملکرد کاهش محسوسی داره.
به هرحال در نبود بنزین سوپر و با توجه به قیمت رقبای خارجی این محصول رو پیشنهاد میکنم
امیدوارم دوستان طراح این محصول بابت این ضعف هم بیندیشند و اصلاح کنند در صورت امکان .",recommended
جنس بد,"برای دم دستی با این قیمت نمی ارزه 
خط و خطوط بسیار و شیشه موج داره",not_recommended
